Fixed_Acidity,Volatile_Acidity,Citric_Acid,Chlorides,Free_Sulfur_Dioxide,Total_Sulfur_Dioxide,pH,Sulphates,Alcohol,Quality,Sugar_Density
7.8,0.965,0.6,0.074,8.0,160.0,3.39,0.69,11.7,Normal,68.364884
7.1,0.2,0.31,0.053,32.0,211.0,3.31,0.59,10.4,Normal,6.8217095
7.1,0.2,0.31,0.053,32.0,211.0,3.31,0.59,10.4,Normal,7.369438000000001
6.4,0.24,0.25,0.083,35.0,157.0,3.17,0.5,9.1,Normal,20.195152
8.0,0.3,0.36,0.034,8.0,70.0,3.05,0.41,12.2,Normal,10.928939999999999
6.9,0.4,0.42,0.066,41.0,176.0,3.12,0.54,9.4,Normal,6.172224
6.9,0.4,0.43,0.065,42.0,178.0,3.11,0.53,9.4,Normal,6.172224
6.6,0.25,0.51,0.047,61.0,189.0,3.22,0.49,9.2,Normal,7.96832
6.8,0.26,0.44,0.046,52.0,183.0,3.2,0.51,9.4,Normal,8.165887999999999
6.5,0.37,0.3,0.033,39.0,107.0,3.22,0.53,13.5,Normal,2.1756680000000004
6.8,0.35,0.53,0.053,37.0,151.0,3.07,0.4,9.4,Normal,10.062629999999999
6.4,0.22,0.32,0.028,15.0,83.0,3.13,0.55,10.9,High,7.1496
6.9,0.31,0.32,0.036,34.0,114.0,3.19,0.45,11.4,Normal,1.585088
6.7,0.16,0.37,0.036,45.0,125.0,3.19,0.51,12.4,Normal,1.286532
5.6,0.15,0.31,0.038,8.0,79.0,3.3,0.39,10.5,Normal,5.259189999999999
5.5,0.15,0.32,0.031,16.0,99.0,3.26,0.38,11.5,High,13.92118
7.3,0.2,0.26,0.04,36.0,123.0,3.34,0.44,10.8,Normal,1.587808
7.5,0.17,0.71,0.038,52.0,148.0,3.03,0.46,8.9,Normal,11.776518
7.5,0.18,0.72,0.039,53.0,151.0,3.03,0.46,8.9,Normal,9.580992
7.0,0.27,0.48,0.042,60.0,184.0,3.2,0.5,9.4,Normal,6.073525999999999
5.8,0.32,0.31,0.049,25.0,153.0,3.44,0.73,12.2,Normal,2.674809
7.8,0.26,0.31,0.025,22.0,100.0,2.99,0.47,12.1,Normal,3.566376
7.4,0.3,0.32,0.03,23.0,128.0,3.17,0.66,10.9,Normal,1.68793
6.7,0.16,0.34,0.026,27.0,109.0,3.34,0.58,10.1,Normal,1.58944
6.7,0.19,0.39,0.032,14.0,71.0,3.31,0.38,13.0,Normal,0.98912
6.6,0.36,0.24,0.038,15.0,72.0,3.23,0.39,11.0,Normal,0.891594
7.2,0.17,0.41,0.052,24.0,126.0,3.19,0.49,10.8,Normal,1.5876480000000002
6.0,0.11,0.47,0.052,69.0,148.0,2.91,0.34,9.3,Low,10.55548
6.0,0.21,0.34,0.042,63.0,123.0,3.44,0.42,11.4,Normal,1.98104
6.7,0.325,0.82,0.152,49.0,120.0,2.99,0.38,9.2,Normal,1.191744
6.6,0.4,0.46,0.056,42.0,241.0,3.5,0.6,9.9,Normal,6.18016
6.5,0.2,0.24,0.044,25.0,150.0,3.22,0.44,10.5,Normal,9.154183999999999
7.6,0.27,0.34,0.04,18.0,56.0,3.06,0.48,12.4,Normal,4.9542
7.2,0.26,0.4,0.047,52.0,172.0,3.18,0.53,9.5,Normal,6.273099
6.3,0.25,0.22,0.048,41.0,161.0,3.16,0.5,10.5,Normal,3.275448
6.5,0.22,0.45,0.053,52.0,196.0,3.23,0.48,9.1,Normal,7.9672
6.4,0.14,0.31,0.034,53.0,138.0,3.38,0.35,11.5,Normal,1.189008
7.1,0.26,0.32,0.044,31.0,170.0,3.17,0.37,11.2,Normal,16.142328
6.6,0.22,0.34,0.05,59.0,140.0,3.22,0.4,10.8,Normal,11.545016
6.6,0.45,0.43,0.064,31.0,186.0,3.12,0.44,9.4,Normal,7.16688
6.6,0.17,0.3,0.031,13.0,73.0,3.17,0.58,11.0,Normal,1.0900450000000002
7.2,0.44,0.28,0.048,22.0,112.0,3.21,0.37,11.3,Normal,3.372392
6.2,0.15,0.27,0.041,51.0,117.0,3.28,0.38,11.2,Normal,1.38726
7.3,0.26,0.3,0.05,35.0,154.0,3.21,0.5,10.4,Normal,9.261033000000001
6.9,0.15,0.29,0.033,14.0,82.0,3.1,0.58,11.2,Normal,2.280036
5.8,0.22,0.29,0.034,34.0,89.0,3.14,0.36,11.1,Normal,0.890424
6.5,0.37,0.33,0.036,23.0,92.0,3.18,0.38,11.2,Normal,3.46976
5.5,0.375,0.38,0.036,17.0,98.0,3.29,0.39,10.5,Normal,1.685414
5.9,0.2,0.4,0.047,23.0,92.0,3.2,0.45,10.0,Normal,1.290016
5.9,0.22,0.38,0.046,24.0,90.0,3.2,0.47,10.0,Normal,1.290016
8.0,0.22,0.31,0.049,24.0,97.0,3.1,0.42,10.9,Normal,5.5607999999999995
6.5,0.22,0.29,0.028,16.0,87.0,3.15,0.56,10.9,Normal,7.349014
5.8,0.2,0.34,0.035,40.0,86.0,3.5,0.42,11.7,Normal,0.98993
6.6,0.31,0.07,0.033,55.0,144.0,3.16,0.42,10.0,Normal,1.4881199999999999
7.7,0.43,0.37,0.169,22.0,210.0,3.02,0.64,9.5,Normal,9.977599999999999
6.7,0.24,0.29,0.053,55.0,136.0,3.03,0.52,9.0,Normal,14.876011
7.3,0.23,0.34,0.052,19.0,86.0,3.04,0.56,10.0,Normal,9.260382
7.9,0.2,0.39,0.041,37.0,154.0,3.08,0.43,11.9,Normal,0.99093
5.3,0.16,0.39,0.028,40.0,101.0,3.57,0.59,10.6,Normal,0.99156
6.4,0.21,0.28,0.047,29.0,101.0,3.15,0.4,11.0,Normal,5.857402
6.9,0.33,0.26,0.027,46.0,143.0,3.25,0.43,11.2,Normal,4.962
5.6,0.18,0.58,0.034,29.0,129.0,3.51,0.6,12.0,Normal,1.2373
6.6,0.29,0.31,0.027,39.0,96.0,3.24,0.6,12.6,High,3.8623649999999996
6.6,0.21,0.36,0.034,48.0,113.0,3.24,0.68,10.5,Normal,0.79332
7.3,0.21,0.33,0.037,66.0,144.0,3.11,0.52,10.2,Normal,0.9923
5.1,0.11,0.32,0.028,12.0,90.0,3.57,0.52,12.2,Normal,1.584128
6.5,0.15,0.32,0.036,19.0,76.0,3.18,0.41,12.3,Normal,1.286532
5.6,0.19,0.46,0.032,33.0,115.0,3.36,0.5,10.4,Normal,1.08999
6.7,0.48,0.32,0.021,22.0,121.0,3.15,0.53,12.7,Normal,1.38446
6.2,0.23,0.23,0.018,18.0,128.0,3.05,0.28,10.6,Normal,1.1901359999999999
6.0,0.17,0.29,0.028,25.0,108.0,3.14,0.34,12.3,Normal,4.9538
6.7,0.15,0.38,0.037,20.0,84.0,3.09,0.53,11.4,Normal,1.683782
4.2,0.17,0.36,0.029,93.0,161.0,3.65,0.89,12.0,Normal,1.7819820000000002
5.8,0.21,0.32,0.045,38.0,95.0,3.23,0.94,12.4,High,1.583136
5.4,0.23,0.36,0.03,74.0,121.0,3.24,0.99,12.1,Normal,1.48464
6.4,0.22,0.31,0.04,57.0,135.0,3.21,0.38,10.7,Normal,13.854408000000001
6.5,0.15,0.55,0.045,75.0,162.0,2.97,0.4,9.3,Normal,5.869438000000001
5.9,0.32,0.33,0.027,35.0,138.0,3.37,0.42,12.7,Normal,2.0778450000000004
5.7,0.37,0.3,0.029,24.0,88.0,3.18,0.39,11.7,Normal,1.0877130000000002
7.9,0.25,0.35,0.039,22.0,64.0,2.93,0.49,10.7,Normal,6.657254
7.2,0.21,0.28,0.033,38.0,94.0,2.99,0.43,11.8,Normal,2.675025
7.0,0.24,0.3,0.039,37.0,125.0,3.2,0.39,9.9,Normal,6.662212
6.8,0.475,0.33,0.047,16.0,81.0,3.23,0.53,13.4,Normal,3.9100260000000002
7.0,0.28,0.32,0.032,30.0,114.0,3.12,0.64,12.8,Normal,7.684745
6.9,0.4,0.3,0.033,24.0,87.0,3.15,0.45,12.8,Normal,10.52209
6.6,0.41,0.31,0.042,18.0,101.0,3.13,0.41,10.5,Normal,1.58712
6.4,0.2,0.28,0.032,24.0,84.0,3.31,0.55,11.5,Normal,2.4792
8.5,0.22,0.34,0.04,5.0,25.0,3.04,0.37,10.5,Low,0.69426
8.4,0.36,0.36,0.032,21.0,132.0,2.95,0.39,13.0,Normal,11.023743
5.2,0.285,0.29,0.035,64.0,138.0,3.19,0.34,12.4,High,5.095925
6.9,0.2,0.3,0.041,40.0,148.0,3.16,0.35,10.2,Normal,4.66804
6.7,0.42,0.46,0.054,67.0,234.0,3.23,0.5,9.0,Normal,9.685255999999999
6.2,0.16,0.34,0.038,85.0,153.0,3.33,0.86,12.0,Normal,1.6845299999999999
6.4,0.125,0.36,0.044,22.0,68.0,3.15,0.5,11.7,Normal,1.386196
6.4,0.44,0.26,0.054,20.0,180.0,3.58,0.57,10.0,Normal,1.9904
7.0,0.31,0.39,0.055,42.0,218.0,3.37,0.54,10.3,Normal,7.4738999999999995
8.6,0.18,0.28,0.032,25.0,78.0,2.99,0.38,11.1,Normal,0.7928320000000001
6.2,0.21,0.26,0.05,59.0,150.0,3.31,0.46,9.0,Normal,13.070132000000001
6.1,0.16,0.37,0.031,37.0,97.0,3.4,0.58,10.5,Normal,1.09142
6.5,0.22,0.32,0.028,36.0,92.0,3.27,0.59,11.9,Normal,2.179672
6.2,0.36,0.14,0.036,38.0,155.0,3.27,0.5,9.4,Normal,8.866358
5.7,0.21,0.25,0.035,26.0,81.0,3.31,0.52,11.4,Normal,1.08922
6.4,0.25,0.32,0.034,40.0,114.0,3.31,0.58,10.8,Normal,0.892026
7.6,0.31,0.26,0.073,40.0,157.0,3.1,0.46,9.8,Normal,1.68946
6.6,0.26,0.46,0.047,59.0,183.0,3.2,0.45,9.3,Normal,6.871986000000001
6.2,0.2,0.31,0.031,22.0,73.0,3.24,0.52,11.3,Normal,0.99035
6.2,0.18,0.3,0.031,23.0,73.0,3.23,0.52,11.3,Normal,0.99032
6.1,0.37,0.2,0.031,49.0,170.0,3.22,0.48,9.5,Normal,7.566408
7.7,0.18,0.3,0.046,49.0,199.0,3.03,0.38,9.3,Normal,1.192956
6.9,0.14,0.38,0.041,22.0,81.0,3.03,0.54,11.4,Normal,0.99043
6.0,0.44,0.26,0.053,57.0,128.0,3.22,0.39,12.7,Normal,3.068442
7.1,0.36,0.4,0.033,26.0,118.0,3.2,0.45,13.5,Normal,1.9292129999999998
5.7,0.28,0.28,0.019,15.0,65.0,3.06,0.52,11.2,Normal,2.17844
6.4,0.16,0.32,0.038,38.0,118.0,3.19,0.41,10.7,Normal,8.7017875
7.4,0.28,0.4,0.032,13.0,92.0,3.01,0.46,10.8,Low,11.855851000000001
6.7,0.39,0.31,0.054,27.0,202.0,3.46,0.57,10.5,Normal,2.68596
6.5,0.44,0.47,0.014,44.0,137.0,3.13,0.32,13.0,High,5.394628000000001
6.9,0.22,0.31,0.029,41.0,131.0,3.08,0.49,10.8,Normal,6.257538
6.6,0.22,0.29,0.046,39.0,118.0,3.05,0.5,9.1,Normal,14.376096
7.7,0.25,0.3,0.038,67.0,196.0,3.1,0.5,10.1,Normal,7.76529
5.2,0.155,0.33,0.028,13.0,59.0,3.3,0.84,11.9,High,1.5836000000000001
7.0,0.31,0.31,0.036,45.0,140.0,2.98,0.31,12.0,Normal,9.028656
5.6,0.21,0.4,0.041,81.0,147.0,3.22,0.95,11.6,High,1.28713
6.4,0.25,0.32,0.038,69.0,192.0,3.14,0.5,10.2,Normal,11.251749
5.3,0.21,0.29,0.028,11.0,66.0,3.3,0.4,9.8,Normal,0.6945049999999999
7.1,0.27,0.28,0.023,3.0,89.0,2.95,0.3,11.4,Low,1.2374125
5.2,0.17,0.27,0.03,11.0,68.0,3.3,0.41,9.8,Normal,0.694526
7.0,0.12,0.29,0.039,41.0,98.0,3.19,0.38,9.8,High,10.255092000000001
7.1,0.29,0.34,0.036,49.0,128.0,3.21,0.4,10.7,Normal,7.752966
7.2,0.3,0.3,0.022,14.0,111.0,3.11,0.61,10.6,Normal,8.663112
6.8,0.26,0.46,0.037,49.0,173.0,3.17,0.47,9.3,Normal,8.266883
4.9,0.33,0.31,0.016,39.0,150.0,3.33,0.59,14.0,High,1.184556
5.1,0.29,0.28,0.026,27.0,107.0,3.36,0.37,11.0,Normal,8.242564
6.8,0.26,0.48,0.049,55.0,182.0,3.21,0.45,9.4,Normal,6.174084000000001
6.0,0.28,0.52,0.078,30.0,139.0,3.1,0.36,9.0,Normal,4.9747
6.0,0.28,0.25,0.042,8.0,108.0,3.08,0.55,9.0,Normal,1.78722
7.2,0.2,0.22,0.044,17.0,101.0,3.37,0.53,10.0,Normal,1.591536
6.1,0.27,0.25,0.041,9.0,109.0,3.08,0.54,9.0,Normal,1.78722
6.4,0.29,0.3,0.036,25.0,79.0,3.29,0.6,12.4,Normal,2.872073
7.4,0.35,0.24,0.042,28.0,123.0,3.14,0.44,11.3,Normal,5.95824
8.1,0.12,0.38,0.034,36.0,86.0,2.8,0.55,12.0,Normal,0.8912340000000001
6.4,0.12,0.3,0.031,37.0,94.0,3.01,0.56,11.7,Normal,1.088846
7.3,0.4,0.26,0.016,26.0,90.0,2.84,0.54,13.2,Normal,5.3928295
7.7,0.11,0.34,0.04,41.0,114.0,3.07,0.59,11.0,Normal,13.998577000000001
6.9,0.23,0.41,0.03,30.0,114.0,3.22,0.54,11.0,Normal,7.94944
6.9,0.38,0.38,0.112,14.0,94.0,3.02,0.48,9.2,Normal,13.072752
7.5,0.38,0.29,0.021,38.0,113.0,3.08,0.48,13.0,Normal,4.852274
5.8,0.19,0.24,0.044,38.0,128.0,3.77,0.6,10.6,Normal,1.291706
5.5,0.34,0.26,0.021,31.0,119.0,3.55,0.49,13.0,High,2.176218
6.6,0.23,0.3,0.051,33.0,118.0,3.04,0.54,9.0,Normal,14.875415
8.4,0.31,0.31,0.021,52.0,148.0,2.93,0.32,11.5,Normal,0.940861
6.7,0.2,0.3,0.025,17.0,76.0,3.11,0.44,11.0,Normal,1.387456
7.3,0.26,0.24,0.05,10.0,112.0,3.11,0.43,9.9,Normal,1.687862
6.3,0.22,0.22,0.039,31.0,128.0,3.12,0.46,10.4,Normal,5.560575999999999
7.5,0.19,0.4,0.056,50.0,110.0,3.06,0.52,9.9,Normal,7.06734
8.0,0.14,0.33,0.045,71.0,162.0,3.07,0.47,11.0,Normal,1.1896799999999998
6.8,0.32,0.39,0.026,34.0,124.0,3.18,0.35,12.1,Normal,9.531455999999999
6.6,0.23,0.2,0.044,45.0,131.0,2.96,0.51,9.7,Normal,11.354856000000002
6.7,0.36,0.26,0.034,39.0,123.0,2.99,0.3,12.2,Normal,7.830401
6.1,0.38,0.42,0.016,31.0,113.0,3.15,0.31,12.4,Normal,4.95035
8.5,0.23,0.28,0.033,30.0,97.0,3.03,0.39,10.5,Normal,11.045277
7.0,0.2,0.31,0.05,29.0,213.0,3.28,0.57,10.4,Normal,7.96768
6.0,0.26,0.32,0.029,48.0,180.0,3.15,0.34,12.0,Normal,3.762418
6.9,0.3,0.3,0.037,4.0,28.0,3.07,0.32,12.7,Normal,10.463912
6.7,0.18,0.28,0.039,29.0,115.0,3.11,0.45,10.9,Normal,10.145838
6.8,0.18,0.28,0.039,29.0,113.0,3.11,0.45,10.9,Normal,9.741788000000001
7.2,0.19,0.31,0.034,17.0,103.0,3.15,0.52,11.4,Normal,6.256215
6.2,0.16,0.32,0.036,74.0,184.0,3.22,0.41,11.0,Normal,1.0900560000000001
5.0,0.27,0.32,0.032,58.0,178.0,3.45,0.31,12.6,Normal,4.45302
6.3,0.37,0.28,0.034,45.0,152.0,3.29,0.46,11.6,Normal,6.250229999999999
6.6,0.2,0.27,0.038,29.0,130.0,3.11,0.44,10.5,Normal,10.845064
6.6,0.28,0.34,0.037,42.0,119.0,3.03,0.37,12.5,Normal,0.7910400000000001
6.5,0.35,0.36,0.034,32.0,111.0,3.11,0.5,12.1,High,0.791536
6.9,0.25,0.33,0.035,35.0,158.0,3.02,0.58,11.3,Normal,1.188984
6.0,0.32,0.3,0.025,18.0,112.0,3.07,0.64,13.3,Normal,1.284426
6.3,0.18,0.36,0.034,26.0,111.0,3.16,0.51,11.0,Normal,1.188888
6.9,0.3,0.36,0.037,40.0,156.0,3.08,0.36,12.1,Normal,0.8907120000000001
5.0,0.3,0.33,0.03,54.0,173.0,3.36,0.3,13.0,Normal,3.6581900000000003
6.5,0.2,0.5,0.054,50.0,221.0,2.94,0.64,8.8,Normal,18.089321
6.7,0.25,0.31,0.061,30.5,218.0,3.16,0.53,9.5,Normal,1.341738
6.6,0.22,0.36,0.029,30.0,105.0,3.2,0.47,11.8,Normal,5.45633
6.8,0.25,0.37,0.026,29.0,93.0,3.14,0.45,12.2,Normal,3.0700849999999997
7.0,0.13,0.37,0.042,36.0,105.0,3.05,0.55,10.7,Normal,12.796158499999999
7.0,0.45,0.34,0.04,12.0,67.0,3.07,0.38,11.0,Normal,19.752480000000002
7.2,0.32,0.3,0.02,14.0,104.0,2.99,0.44,11.4,Normal,8.197365
5.9,0.34,0.3,0.035,57.0,135.0,3.09,0.34,12.0,Normal,3.762608
6.8,0.22,0.31,0.037,33.0,121.0,3.02,0.39,11.9,High,6.843144000000001
8.4,0.32,0.35,0.029,3.0,46.0,3.02,0.34,11.8,Normal,11.634362999999999
6.8,0.27,0.29,0.046,6.0,88.0,3.34,0.48,10.6,Low,4.575068
8.0,0.74,0.21,0.05,24.0,133.0,3.06,0.38,9.7,Normal,3.97672
5.4,0.22,0.29,0.045,69.0,152.0,3.76,0.63,11.0,Normal,1.1901359999999999
8.4,0.22,0.3,0.024,17.0,118.0,2.99,0.34,10.5,Normal,8.851584
7.4,0.32,0.22,0.035,44.0,150.0,3.1,0.45,10.4,Normal,11.650625999999999
7.5,0.18,0.37,0.05,21.0,138.0,3.2,0.55,10.5,Normal,6.171852
7.1,0.47,0.29,0.024,22.0,142.0,3.12,0.48,12.0,High,14.728664
5.8,0.19,0.25,0.042,33.0,124.0,3.22,0.41,9.2,Normal,10.761768
6.7,0.14,0.46,0.036,15.0,92.0,3.37,0.49,10.9,Normal,1.588224
6.8,0.24,0.38,0.045,50.0,185.0,3.15,0.5,9.5,Normal,8.264974
6.9,0.25,0.47,0.042,36.0,156.0,3.15,0.55,9.4,Normal,8.366736000000001
6.0,0.24,0.33,0.026,31.0,85.0,3.13,0.5,11.3,Normal,2.47535
6.8,0.29,0.34,0.054,26.0,189.0,3.42,0.58,10.4,Normal,3.4821150000000003
6.3,0.33,0.42,0.037,57.0,170.0,3.26,0.57,9.4,Normal,17.180048
6.5,0.23,0.45,0.027,43.0,104.0,3.02,0.52,11.3,Normal,2.080134
6.3,0.27,0.29,0.044,59.0,196.0,3.14,0.4,8.8,Normal,12.173404
6.3,0.2,0.37,0.045,58.0,130.0,3.2,0.35,10.8,Normal,11.743242
6.2,0.33,0.41,0.037,58.0,173.0,3.25,0.57,9.4,Normal,16.780176
7.2,0.21,1.0,0.154,46.0,114.0,2.95,0.43,9.2,Normal,1.09241
6.0,0.27,0.3,0.044,15.0,144.0,3.12,0.53,10.3,Normal,14.650901999999999
5.7,0.12,0.26,0.034,21.0,99.0,3.09,0.57,9.9,Normal,5.46282
6.9,0.24,0.37,0.027,38.0,112.0,3.19,0.34,12.4,Normal,6.044245999999999
7.7,0.18,0.53,0.041,42.0,167.0,3.11,0.44,11.9,Normal,1.18896
7.1,0.17,0.43,0.023,33.0,132.0,3.11,0.56,11.7,Normal,1.2878710000000002
7.5,0.33,0.38,0.126,49.0,199.0,2.98,0.57,9.4,Normal,8.674857
6.2,0.255,0.24,0.039,138.5,272.0,3.53,0.53,9.6,Low,1.6906839999999999
5.6,0.2,0.66,0.043,78.0,175.0,2.98,0.43,10.4,Normal,10.1439
7.6,0.17,0.36,0.042,26.0,102.0,3.09,0.47,9.5,Normal,4.474215
5.8,0.15,0.31,0.036,7.0,73.0,3.2,0.43,11.9,Normal,5.8499680000000005
6.3,0.25,0.44,0.024,36.0,116.0,3.18,0.4,12.5,Normal,1.681895
6.9,0.28,0.41,0.016,6.0,55.0,3.16,0.4,13.4,Normal,1.384264
7.2,0.27,0.37,0.026,27.0,114.0,3.13,0.84,12.7,Normal,5.355396
6.2,0.25,0.38,0.045,54.0,208.0,3.17,0.46,9.1,Normal,7.866188000000001
8.5,0.19,0.48,0.026,23.0,58.0,2.9,0.5,10.5,Normal,1.0910240000000002
6.2,0.25,0.54,0.046,58.0,176.0,3.19,0.7,10.4,Normal,6.96178
6.8,0.28,0.43,0.03,30.0,110.0,3.08,0.59,12.5,High,7.536464
7.4,0.21,0.8,0.038,77.0,183.0,2.95,0.48,9.0,Normal,12.272694000000001
7.0,0.15,0.38,0.045,54.0,120.0,3.18,0.42,9.8,Normal,15.261750000000001
7.3,0.28,0.42,0.033,29.0,142.0,3.17,0.43,10.7,Low,1.1904599999999999
6.1,0.18,0.38,0.033,28.0,111.0,3.16,0.49,12.4,Normal,2.276126
7.0,0.53,0.43,0.029,6.0,76.0,3.08,0.5,12.5,High,6.0461979999999995
6.5,0.36,0.38,0.028,20.0,82.0,3.1,0.43,12.1,Normal,10.125948
7.5,0.25,0.47,0.041,95.0,163.0,2.92,0.59,11.3,Normal,4.0665439999999995
6.7,0.24,0.41,0.039,48.0,122.0,3.25,0.43,12.0,Normal,2.872508
6.6,0.25,0.33,0.042,29.0,141.0,3.28,0.6,10.4,Normal,8.46141
6.4,0.15,0.4,0.042,23.0,87.0,3.11,0.46,12.2,Normal,1.48458
6.3,0.28,0.3,0.039,24.0,115.0,3.05,0.43,8.6,Normal,3.08202
7.1,0.28,0.35,0.028,35.0,91.0,2.96,0.33,12.1,Normal,3.46577
6.6,0.35,0.34,0.032,9.0,125.0,3.32,0.81,12.0,Normal,4.863397000000001
6.0,0.35,0.51,0.029,10.0,102.0,3.46,0.42,11.9,Normal,1.1883599999999999
5.8,0.31,0.32,0.024,28.0,94.0,3.25,0.52,13.7,Normal,4.45077
6.6,0.17,0.35,0.03,33.0,78.0,3.22,0.72,11.3,Normal,2.577796
8.5,0.23,0.4,0.036,24.0,88.0,3.02,0.42,10.5,Normal,9.85149
6.1,0.2,0.34,0.041,38.0,201.0,3.14,0.44,10.1,Low,9.4525
6.3,0.37,0.37,0.024,12.0,76.0,2.94,0.39,12.3,Normal,1.48314
6.2,0.36,0.38,0.031,20.0,89.0,3.06,0.33,12.0,Normal,3.166592
6.3,0.28,0.47,0.04,61.0,183.0,3.12,0.51,9.5,Normal,11.154304
7.6,0.27,0.52,0.043,28.0,152.0,3.02,0.53,11.4,Normal,3.1721280000000003
7.0,0.25,0.45,0.045,40.0,118.0,3.16,0.48,11.9,Normal,2.278472
9.7,0.24,0.49,0.032,3.0,18.0,2.85,0.54,10.0,Normal,4.869032000000001
6.8,0.13,0.39,0.034,19.0,102.0,3.23,0.6,11.3,Normal,1.387694
6.6,0.78,0.5,0.045,30.0,133.0,3.25,0.48,11.7,Normal,1.48656
5.1,0.33,0.27,0.022,44.0,129.0,3.36,0.39,11.0,Normal,6.647807
6.7,0.34,0.4,0.033,34.0,111.0,2.97,0.48,12.2,Normal,2.077404
6.7,0.14,0.51,0.028,57.0,124.0,2.91,0.54,10.7,Normal,4.264568
7.0,0.26,0.34,0.038,25.0,84.0,3.11,0.34,10.9,Normal,10.838088
6.5,0.29,0.26,0.04,18.0,113.0,3.17,0.38,10.2,Normal,6.95562
7.6,0.21,0.49,0.047,20.0,130.0,3.15,0.48,11.1,Normal,2.47945
7.7,0.26,0.51,0.045,26.0,159.0,3.0,0.5,11.2,Normal,2.5772760000000003
7.7,0.25,0.49,0.047,31.0,169.0,3.07,0.57,10.6,Normal,2.4813
7.6,0.35,0.46,0.047,33.0,151.0,3.03,0.53,10.3,Normal,14.657223
6.9,0.3,0.36,0.054,31.0,203.0,3.4,0.57,10.4,Low,4.478085
6.7,0.24,0.46,0.033,19.0,111.0,3.1,0.62,11.9,Normal,2.17899
6.5,0.23,0.39,0.036,41.0,98.0,3.19,0.43,11.9,Normal,1.881
7.6,0.23,0.34,0.043,24.0,129.0,3.12,0.7,10.4,Normal,1.58888
6.5,0.24,0.39,0.052,22.0,126.0,3.11,0.47,9.2,Normal,17.280624
6.3,0.17,0.32,0.04,37.0,117.0,3.24,0.43,11.3,Normal,4.165644
6.7,0.21,0.37,0.034,35.0,89.0,3.25,0.5,11.0,Normal,2.47825
5.9,0.28,0.39,0.031,47.0,147.0,3.08,0.64,12.9,Normal,1.383704
5.9,0.19,0.37,0.027,3.0,21.0,3.09,0.31,10.8,Normal,0.79176
6.2,0.25,0.42,0.049,53.0,206.0,3.16,0.47,9.1,Normal,7.96688
5.6,0.18,0.27,0.03,31.0,103.0,3.35,0.37,12.9,Normal,1.681164
5.5,0.18,0.22,0.037,10.0,86.0,3.46,0.44,12.2,Normal,5.45358
7.4,0.23,0.38,0.052,41.0,150.0,3.06,0.46,10.3,Normal,8.559924
7.2,0.17,0.37,0.059,47.0,128.0,3.08,0.46,11.0,Normal,6.853218
7.6,0.3,0.38,0.043,10.0,98.0,3.17,0.65,11.0,Normal,2.085216
5.0,0.24,0.21,0.039,31.0,100.0,3.69,0.62,11.7,Normal,2.180156
6.1,0.21,0.38,0.039,37.0,122.0,3.2,0.43,12.0,Normal,1.48458
6.5,0.33,0.38,0.047,30.0,148.0,3.17,0.43,12.7,Normal,2.4741
6.3,0.35,0.26,0.061,59.0,198.0,3.11,0.49,8.8,Normal,17.585568000000002
6.6,0.25,0.35,0.034,38.0,121.0,3.19,0.4,12.8,Normal,2.871232
6.5,0.16,0.33,0.043,45.0,114.0,3.18,0.44,11.2,Normal,4.7616
6.6,0.39,0.39,0.057,51.0,221.0,3.26,0.51,8.9,Normal,11.882269
5.6,0.19,0.27,0.04,52.0,103.0,3.5,0.39,11.2,Normal,0.8912340000000001
6.2,0.25,0.39,0.051,42.0,135.0,3.23,0.4,11.1,Normal,1.2877800000000001
6.9,0.22,0.43,0.042,34.0,115.0,3.05,0.51,10.8,Normal,6.354752
6.2,0.19,0.29,0.045,33.0,126.0,3.18,0.42,9.3,Normal,4.2852939999999995
5.9,0.33,0.32,0.038,9.0,34.0,3.22,0.36,12.7,Normal,8.02791
7.8,0.17,0.5,0.045,35.0,140.0,3.16,0.4,12.0,Normal,1.28752
5.5,0.19,0.27,0.04,52.0,103.0,3.5,0.39,11.2,Normal,0.8912340000000001
6.2,0.23,0.36,0.039,37.0,130.0,3.23,0.43,8.8,Normal,17.190712
7.2,0.32,0.4,0.038,45.0,154.0,3.2,0.47,10.4,Normal,8.662415999999999
5.8,0.39,0.47,0.027,12.0,88.0,3.38,0.45,14.0,Normal,7.43025
7.6,0.25,1.23,0.035,51.0,294.0,3.03,0.43,13.1,Normal,4.554828
5.8,0.29,0.33,0.029,30.0,88.0,3.25,0.42,12.3,Normal,3.6627780000000003
7.2,0.4,0.38,0.03,40.0,109.0,3.27,0.46,12.6,Normal,2.17965
6.8,0.39,0.34,0.02,38.0,133.0,3.18,0.44,12.0,Normal,7.341688
6.1,0.17,0.42,0.033,28.0,124.0,2.87,0.47,9.5,Normal,15.052283999999998
7.1,0.36,0.37,0.019,39.0,114.0,3.08,0.49,12.7,Normal,4.753728
6.9,0.19,0.32,0.042,30.0,130.0,3.4,0.39,10.5,Normal,7.857024
6.5,0.34,0.46,0.023,6.0,80.0,3.15,0.54,12.9,Normal,0.98865
7.8,0.3,0.36,0.024,20.0,198.0,3.06,0.66,11.9,Normal,4.5642119999999995
6.1,0.68,0.52,0.037,32.0,123.0,3.24,0.45,12.0,Normal,1.3863079999999999
5.2,0.34,0.37,0.031,42.0,133.0,3.25,0.41,12.5,Normal,6.142712
5.6,0.28,0.4,0.034,36.0,118.0,3.21,0.43,12.1,Normal,6.047783999999999
